ID_cliente,Nombre_cliente,Edad,Género,Estado_civil,Ingreso_anual,Número_hijos,País,Fecha_registro,Frecuencia_compra,Calificación_satisfacción,Producto_frecuente,Email,Descuento_promedio,Activo,Código_postal,Comentarios_cliente,Días_desde_última_compra,Rango_crediticio,Comprará_de_nuevo
C1404,Theresa Wilson,25.0,Otro,Casado,148563.0,3.0,Colombia,2021-06-13,0.3,2.7,Deportes,lucascraig@hotmail.com,8.0,0.0,71063,Use table nice without car budget.,1253.0,Alto,0
C1405,Amy Franklin,53.0,F,Casado,191264.0,4.0,Chile,2020-07-01,2.2,8.8,Ropa,trannathan@hotmail.com,41.0,1.0,36289,Level own on but meet guess can.,966.0,Bajo,1
C1406,Erin Long,55.0,F,Viudo,133797.0,4.0,México,2021-08-21,9.9,,Belleza,xadams@gmail.com,30.0,,29216,Fast one fill economy large necessary determine.,171.0,Bajo,0
C1407,Daniel Hawkins,57.0,Otro,Casado,73888.0,,Argentina,2020-11-15,16.6,3.4,Hogar,elizabethpeters@durham-macias.info,6.0,1.0,56911,Staff while government guess trouble cultural stock box.,1110.0,Medio,1
C1408,Harold Cox,37.0,Otro,Viudo,83609.0,2.0,México,2024-05-31,0.5,5.8,Deportes,veronicahall@hotmail.com,3.0,0.0,30437,Trial woman miss.,1576.0,Alto,1
C1409,Nicholas Mcdonald,79.0,F,Soltero,19077.0,1.0,Chile,2021-10-22,12.7,0.1,Deportes,lisa31@gmail.com,18.0,1.0,26929,Answer write beat admit never girl smile.,1146.0,Bajo,0
C1410,Lauren Webb,52.0,Otro,Viudo,30953.0,,Argentina,2021-04-01,6.2,2.3,Ropa,katherine87@yahoo.com,41.0,,08047,Movie room develop go democratic finally interview spend.,842.0,Premium,0
C1411,Carolyn Liu,65.0,M,Viudo,124682.0,4.0,Chile,2021-05-27,19.8,6.4,Electrónica,brett10@hotmail.com,29.0,0.0,64397,Garden success important more situation.,1321.0,Medio,0
C1412,Anthony Powell,79.0,M,Divorciado,77889.0,3.0,México,2023-07-05,3.3,8.1,Hogar,fritzjohn@hotmail.com,30.0,,37482,Nature radio small.,689.0,Bajo,0
C1413,Scott Perkins,42.0,F,Viudo,164893.0,4.0,Argentina,2025-03-11,17.1,2.3,Deportes,shannonharding@gutierrez-herrera.org,34.0,,15508,Garden go discussion interesting rate claim.,574.0,Bajo,0
C1414,Julia Fletcher,52.0,nan,Viudo,178639.0,3.0,México,2022-01-27,10.7,1.9,Ropa,amurphy@hotmail.com,20.0,0.0,97742,Win drive work in company election religious.,1507.0,Medio,1
C1415,William Drake,42.0,F,Soltero,125374.0,,Chile,2020-09-28,3.7,7.6,Belleza,fpaul@vincent-cole.com,30.0,,08275,In reduce relationship both.,164.0,Medio,0
C1416,Brandy Nichols,46.0,F,Divorciado,34860.0,2.0,Chile,2024-01-20,5.0,5.6,Deportes,lchristensen@butler-shaw.com,18.0,,89781,Town almost politics phone big boy always.,1722.0,Premium,0
C1417,Christine Castillo,35.0,nan,nan,162267.0,4.0,México,2022-05-25,0.6,9.3,Ropa,tapiajared@ray-liu.com,30.0,1.0,05061,Decision fill instead offer without success.,382.0,Premium,0
C1418,Joseph Smith,,nan,Soltero,87475.0,3.0,Argentina,2024-11-24,13.0,1.8,Electrónica,brownholly@edwards.info,,,13624,Build international carry yard.,208.0,Bajo,0
C1419,Stephen Bolton,63.0,nan,Soltero,97266.0,2.0,México,2022-12-05,13.6,4.4,Electrónica,sheila25@watts.net,31.0,,18367,Less meeting long.,1762.0,Bajo,0
C1420,Russell Washington,35.0,M,nan,162499.0,1.0,Chile,2021-12-15,16.1,9.3,Deportes,nathan79@nichols.com,1.0,,45195,Necessary look owner another appear smile project detail.,1455.0,Medio,1
C1421,Courtney Frazier,19.0,Otro,Viudo,110732.0,3.0,México,2025-04-14,0.2,4.8,Deportes,crystal02@blake.com,99.0,,24409,Push city suffer matter all.,1412.0,Bajo,0
C1422,Theresa Jimenez,71.0,M,Casado,37083.0,,Chile,2021-12-03,3.9,7.3,Hogar,shafferbarbara@richardson.com,9.0,0.0,95156,National foreign really others check marriage.,1583.0,Bajo,0
C1423,Jake Meyer,52.0,Otro,Divorciado,67372.0,1.0,México,2022-04-27,12.0,7.7,Ropa,thomascook@yahoo.com,1.0,1.0,70296,Less grow part one.,223.0,Medio,0
C1424,David Tucker,33.0,M,Casado,133786.0,1.0,Argentina,2024-07-10,2.6,6.1,Deportes,lauren29@hotmail.com,1.0,,39823,Dinner home water month.,2.0,Bajo,1
C1425,Jennifer Rogers,78.0,Otro,nan,185136.0,0.0,Argentina,2020-11-09,10.7,1.1,Hogar,jack78@gmail.com,23.0,,69235,Agreement employee physical easy.,371.0,Bajo,1
C1426,Derrick Aguilar,58.0,M,Soltero,17813.0,4.0,México,2023-09-14,8.6,2.1,Hogar,robert69@cooper-adkins.com,16.0,0.0,32410,Soldier responsibility learn least move Congress together.,1710.0,Alto,0
C1427,Claudia Munoz,53.0,nan,Soltero,41598.0,3.0,México,2021-06-07,13.5,8.2,Deportes,lozanolee@hotmail.com,31.0,,49169,Help similar couple.,1469.0,Premium,0
C1428,Anita Brown,50.0,F,Divorciado,103106.0,1.0,Argentina,2023-08-22,19.8,2.2,Electrónica,palmeramber@hotmail.com,15.0,0.0,69799,During economy me half.,610.0,Medio,1
C1429,Miguel Lewis,21.0,M,Soltero,37082.0,0.0,Chile,2024-01-17,12.2,5.6,Ropa,timothyharvey@yahoo.com,15.0,1.0,60307,Alone although various table.,115.0,Alto,1
C1430,Teresa Carroll,50.0,Otro,Soltero,39241.0,,Argentina,2024-12-15,6.2,7.6,Ropa,sanchezmaria@sweeney.biz,45.0,1.0,88632,Million region night center every tend war those.,1293.0,Premium,1
C1431,Alison Hood,31.0,nan,Divorciado,185641.0,2.0,Chile,2021-02-05,15.6,7.1,Electrónica,georgegardner@hotmail.com,38.0,,79035,Cause operation save network two should.,446.0,Premium,0
C1432,Jeremy Rios,38.0,M,Divorciado,21745.0,3.0,México,2023-05-31,6.0,5.2,Deportes,pblair@jones-anderson.com,,,62411,Effect school time down form new bad person.,1391.0,Premium,0
C1433,Terri Ramos,65.0,M,nan,36029.0,1.0,México,2022-03-06,13.0,9.4,Ropa,wdiaz@gmail.com,30.0,,19748,Specific maybe positive care school specific your.,1276.0,Alto,1
C1434,Barbara Carter,37.0,nan,Soltero,154097.0,4.0,Chile,2023-05-08,0.3,1.8,Deportes,joshua18@zimmerman.org,42.0,0.0,34943,Similar tax into card music.,1340.0,Alto,0
C1435,Kurt Palmer,73.0,M,Soltero,133395.0,0.0,México,2023-02-21,7.5,7.8,Deportes,erinfrazier@yahoo.com,23.0,,97545,At hair wind everyone want improve their international.,414.0,Premium,1
C1436,Richard Mitchell,,F,nan,155360.0,1.0,Chile,2024-03-15,13.9,7.7,Hogar,nicolemckay@flores-taylor.com,0.0,,64683,Show wall onto high.,1118.0,Bajo,1
C1437,Jessica Olsen,25.0,M,Viudo,99186.0,4.0,Colombia,2022-05-30,4.5,6.2,Electrónica,qcrane@gmail.com,10.0,1.0,86125,Note event again major half provide.,1808.0,Bajo,1
C1438,Joy Trujillo,24.0,F,Viudo,147612.0,1.0,Argentina,2023-07-06,14.2,6.8,Deportes,christopherstone@hernandez.info,20.0,,85988,Region western bank stock matter finish live.,891.0,Alto,0
C1439,Mrs. Susan Mayo,20.0,F,Viudo,107768.0,3.0,Colombia,2021-08-17,18.5,5.0,Belleza,hsharp@hotmail.com,3.0,1.0,74003,Cup support value reveal.,1047.0,Alto,1
C1440,Jeffrey Reyes,34.0,nan,nan,51846.0,3.0,Chile,2024-05-08,6.8,2.7,Electrónica,patricksimon@gmail.com,6.0,,65522,Consider test fine interview Congress happen author.,1651.0,Alto,1
C1441,Christine Hernandez,,M,Soltero,85932.0,3.0,Argentina,2021-06-25,19.6,5.3,Ropa,gabriel26@walter.com,25.0,1.0,50771,On early relate about.,662.0,Premium,0
C1442,Rebecca Welch,50.0,nan,nan,158554.0,,Chile,2020-10-07,17.1,5.7,Hogar,erica12@haas.net,46.0,,70542,Thing phone make catch least pattern gun.,1073.0,Bajo,1
C1443,Michael Wilson,65.0,M,nan,33411.0,,Argentina,2021-02-16,13.0,5.8,Ropa,christopherwhite@gonzalez-ali.com,49.0,1.0,19216,Economy product recognize leg war state audience.,1525.0,Alto,0
C1444,Dylan Lloyd,29.0,M,Viudo,192047.0,0.0,Argentina,2023-11-05,2.6,2.0,Ropa,charlene00@phillips.info,11.0,0.0,52165,Win wide space for former body later.,717.0,Alto,1
C1445,Michelle Evans,76.0,Otro,Casado,88797.0,3.0,Argentina,2020-12-11,14.4,2.1,Electrónica,oconnellthomas@lawrence-pena.com,30.0,1.0,03933,Without anyone center hope.,1521.0,Medio,0
C1446,Carla Mcconnell,68.0,M,Soltero,62307.0,4.0,Argentina,2024-08-14,12.1,1.3,Ropa,barkerstefanie@turner.biz,16.0,1.0,05748,Say to view would sound majority.,1358.0,Premium,1
C1447,Logan Stone,39.0,nan,Viudo,144165.0,1.0,Chile,2021-06-23,5.7,3.2,Deportes,uroach@gmail.com,32.0,1.0,59900,Focus space present board his receive.,1102.0,Medio,1
C1448,Karen Allen,72.0,F,Casado,32042.0,2.0,Argentina,2021-05-13,18.6,1.9,Ropa,jackie73@campbell.com,10.0,,12198,Fall argue public do still.,1605.0,Bajo,1
C1449,Lisa Harding,39.0,M,Casado,62930.0,4.0,Argentina,2021-02-12,1.7,9.0,Hogar,owensanthony@blake.com,27.0,,45270,Again hospital life claim.,1050.0,Medio,1
C1450,Joseph Ramirez,63.0,Otro,Divorciado,185485.0,,Colombia,2024-06-24,4.2,9.5,Hogar,kaitlinkoch@alvarez-ingram.biz,31.0,,49644,Central year dark entire goal rate.,270.0,Medio,1
C1451,Catherine Berry,47.0,nan,Soltero,107883.0,,México,2020-09-18,4.4,6.4,Belleza,brownkristina@smith-garza.info,0.0,0.0,50915,Himself center model around statement gas.,561.0,Medio,0
C1452,Melissa Martin,55.0,M,Casado,43756.0,4.0,México,2022-02-22,19.8,0.6,Hogar,hartjustin@gmail.com,46.0,0.0,95838,Smile your pass anyone father.,803.0,Premium,0
C1453,Brianna Bush,55.0,nan,Viudo,63268.0,,Colombia,2021-10-05,19.9,7.1,Ropa,thomas78@gmail.com,27.0,1.0,65106,Ask avoid daughter expect.,246.0,Bajo,1
C1454,Shane Matthews,62.0,Otro,Divorciado,180286.0,3.0,Colombia,2024-01-28,18.1,3.4,Hogar,moraleslori@yahoo.com,,0.0,74674,Though safe really history.,1799.0,Medio,1
C1455,Lauren Thornton,68.0,Otro,Soltero,169674.0,0.0,Chile,2022-12-15,11.3,2.5,Electrónica,iangill@gonzalez.com,41.0,1.0,20706,Physical low seek customer year.,1614.0,Premium,1
C1456,Darryl Ramirez,71.0,nan,nan,194403.0,1.0,Chile,2023-01-27,11.0,2.0,Hogar,tuckerrachel@gmail.com,6.0,1.0,99623,Around against American others would similar option impact.,386.0,Bajo,0
C1457,Roy Riley,25.0,M,Viudo,58901.0,0.0,Chile,2024-07-05,17.1,3.0,Deportes,melissa51@hall.com,1.0,1.0,93061,Could over full commercial believe task sport activity.,701.0,Alto,0
C1458,George Garner,44.0,F,Casado,109986.0,1.0,Colombia,2023-08-08,16.0,4.5,Electrónica,emily48@norris.info,41.0,0.0,01552,What suggest item four international.,558.0,Medio,1
C1459,John Andrade,44.0,Otro,Casado,173268.0,1.0,Colombia,2024-07-15,11.2,0.6,Belleza,stanleygarcia@henry.net,23.0,,92317,Similar international other feel who.,972.0,Bajo,0
C1460,Stephanie Nixon,51.0,M,Viudo,138386.0,0.0,Argentina,2023-08-07,14.8,5.4,Deportes,anthonyhorton@taylor.info,3.0,0.0,69566,Himself such phone act suddenly soon.,1384.0,Medio,1
C1461,Mark Byrd,38.0,M,Casado,15626.0,4.0,Chile,2020-07-29,11.2,0.1,Ropa,sherylshaw@hotmail.com,43.0,1.0,59669,Send rate another dream act.,983.0,Alto,1
C1462,Sarah Morgan,47.0,F,Divorciado,148496.0,1.0,Chile,2024-04-25,7.4,5.6,Ropa,emma92@houston.net,18.0,1.0,31836,Necessary job you.,1511.0,Bajo,1
C1463,Kayla Williams,50.0,Otro,Soltero,22857.0,0.0,Chile,2023-07-03,13.3,0.0,Ropa,joseph16@hotmail.com,25.0,0.0,61957,You scene including election.,351.0,Premium,0
C1464,Chase Lopez,45.0,Otro,Divorciado,161054.0,1.0,México,2020-06-15,19.6,7.3,Deportes,gutierrezpatricia@shields-powell.com,10.0,1.0,19449,Check meeting third able sit this consumer.,1724.0,Bajo,1
C1465,Cameron Green,64.0,M,Casado,143052.0,2.0,Argentina,2023-08-06,11.2,1.4,Deportes,john87@reed.com,39.0,1.0,54600,Heavy too country.,1279.0,Premium,1
C1466,Mary Herrera,,M,nan,189362.0,4.0,Chile,2025-04-28,19.9,2.5,Deportes,lhill@gmail.com,49.0,0.0,01372,Worker trial clearly article their.,1245.0,Bajo,1
C1467,Gina Vaughn,50.0,F,Soltero,36431.0,3.0,Chile,2022-05-02,1.7,8.7,Electrónica,clarkandrea@gmail.com,42.0,0.0,33364,Wonder thank under to today hard.,752.0,Premium,0
C1468,Rebecca Hernandez DVM,22.0,F,Soltero,94976.0,1.0,Chile,2021-05-09,17.5,4.8,Electrónica,frobinson@thomas.com,10.0,0.0,10057,American sense far move word.,780.0,Alto,0
C1469,Daniel Shaw,77.0,Otro,Viudo,92711.0,2.0,México,2025-02-15,9.9,7.3,Ropa,vhansen@yahoo.com,44.0,1.0,95430,Some instead baby you institution charge agreement travel.,1024.0,Alto,0
C1470,Michael Wilson,78.0,nan,Viudo,36385.0,3.0,México,2023-12-01,1.1,6.9,Hogar,gwells@yahoo.com,2.0,1.0,58777,And inside area only manage about when.,545.0,Alto,1
C1471,James Camacho,65.0,Otro,nan,179230.0,3.0,Colombia,2025-03-30,2.6,0.3,Ropa,royleslie@gmail.com,11.0,,41374,Image glass name color conference president threat figure.,1469.0,Bajo,0
C1472,Steven Gonzalez,36.0,M,Soltero,164091.0,1.0,Argentina,2023-06-17,10.4,3.9,Belleza,catherine96@jackson.info,2.0,,62107,Out would machine himself loss evidence national.,78.0,Alto,1
C1473,Joshua Brown,21.0,Otro,nan,28639.0,0.0,Colombia,2023-07-09,5.2,3.1,Electrónica,mary64@carter.com,41.0,0.0,36160,Nice prepare huge difficult because should.,1259.0,Medio,0
C1474,Jonathan Simon,52.0,nan,Viudo,95530.0,1.0,Argentina,2020-05-31,6.8,8.4,Deportes,christina34@villarreal-ward.net,26.0,,57894,Difficult although series factor message.,333.0,Alto,1
C1475,Dr. Mark Robbins,,F,Viudo,31563.0,2.0,México,2023-10-02,11.2,3.1,Electrónica,laurennorris@gmail.com,48.0,1.0,60562,Support research movie turn mouth.,888.0,Premium,0
C1476,William Maldonado,66.0,nan,Soltero,180413.0,3.0,Chile,2022-11-25,17.9,7.9,Deportes,sparks@hotmail.com,1.0,,23771,Husband door have medical although.,1372.0,Premium,1
C1477,Randy Harrington,,nan,Divorciado,125672.0,1.0,Colombia,2022-04-15,13.0,9.6,Belleza,joelopez@hotmail.com,48.0,1.0,77488,She teach tough.,1121.0,Premium,0
C1478,Kimberly Benjamin,34.0,nan,Casado,146848.0,0.0,Chile,2021-07-18,14.7,1.2,Belleza,wproctor@gmail.com,15.0,0.0,83649,Event alone free really design impact right movement.,1105.0,Bajo,0
C1479,Tyler Johnson,61.0,F,Viudo,177516.0,1.0,Colombia,2024-03-08,15.8,9.5,Electrónica,hartjose@conley.info,1.0,0.0,28602,Life draw challenge pressure girl tonight alone citizen.,501.0,Medio,0
C1480,Michael Pittman MD,45.0,nan,Viudo,149783.0,4.0,México,2023-01-10,15.1,5.6,Deportes,mullinsvictoria@yahoo.com,29.0,1.0,35632,Later according easy idea present sound control.,1500.0,Alto,1
C1481,Jesus Paul,47.0,nan,Divorciado,92970.0,0.0,México,2021-12-16,6.3,1.2,Belleza,hoffmantaylor@smith.biz,19.0,,67912,Power scientist stage speech.,1727.0,Medio,0
C1482,Joshua Carroll,46.0,nan,Divorciado,95553.0,2.0,México,2024-10-03,15.4,3.3,Ropa,nicholsedward@rogers.net,37.0,0.0,66243,Leave year pass figure place meet.,764.0,Medio,0
C1483,Deborah Meyer,63.0,M,nan,171779.0,3.0,Colombia,2025-01-30,12.7,8.6,Ropa,yvettedickerson@yahoo.com,27.0,0.0,20436,Part he should mother group.,920.0,Premium,0
C1484,David Davis,70.0,nan,nan,180182.0,1.0,Argentina,2023-12-17,5.4,2.7,Deportes,tcummings@long.info,24.0,,19377,Front administration wish outside every.,549.0,Premium,0
C1485,Belinda Dalton,23.0,F,Casado,92879.0,0.0,Colombia,2021-10-14,8.1,0.3,Electrónica,angela90@hotmail.com,31.0,,25876,Speech expert study item natural.,13.0,Premium,1
C1486,Teresa Reyes,52.0,nan,Casado,179899.0,4.0,Argentina,2021-04-21,15.2,2.1,Belleza,rdavis@yahoo.com,9.0,1.0,46152,Open war create manage without degree rich.,391.0,Bajo,0
C1487,Thomas Garrett,77.0,nan,Soltero,146727.0,0.0,Colombia,2022-03-29,7.8,0.0,Electrónica,kanejennifer@yahoo.com,41.0,,36467,Ready prepare vote although into.,1370.0,Medio,1
C1488,Chad Howe,58.0,F,nan,54859.0,,Colombia,2021-05-17,3.3,9.9,Ropa,woodmichael@gmail.com,39.0,,26524,Less do front by if any class push.,309.0,Medio,1
C1489,Jane Pittman,54.0,nan,Viudo,194697.0,4.0,México,2023-11-22,12.5,0.7,Belleza,amandayoung@khan.org,32.0,,37135,Wide spend always chair guess eye deal shake.,385.0,Bajo,1
C1490,Michael Kim,41.0,F,nan,62098.0,2.0,Chile,2022-12-29,16.2,7.7,Electrónica,evanjohnson@hotmail.com,12.0,1.0,24396,Serve want society right science.,1232.0,Bajo,1
C1491,Ana Howard,46.0,nan,Viudo,156323.0,3.0,Chile,2022-12-25,3.2,4.3,Hogar,lisa04@hotmail.com,40.0,1.0,92204,May fact election follow certain little let.,1380.0,Bajo,0
C1492,Joshua Thomas,66.0,F,Divorciado,132413.0,2.0,Argentina,2021-06-20,9.6,2.5,Deportes,robertrandall@reilly.com,41.0,0.0,27006,General section customer.,973.0,Medio,1
C1493,Devin Miller,63.0,nan,nan,10526.0,1.0,Chile,2023-11-06,2.6,6.9,Deportes,whiteheadjoshua@yahoo.com,46.0,1.0,28769,Such measure field material bank everything.,1624.0,Medio,1
C1494,Matthew Taylor,70.0,nan,Divorciado,78760.0,0.0,Colombia,2022-09-14,0.4,3.3,Hogar,andersenalexandria@zhang-foster.info,36.0,0.0,59619,Themselves art line cup water continue finish service.,1591.0,Premium,1
C1495,Andrew Bartlett,48.0,M,Casado,57837.0,,Colombia,2024-08-24,13.5,9.6,Ropa,katelynvazquez@moran-davis.com,15.0,,22155,Program use majority such I.,1117.0,Premium,1
C1496,Bryan Hall,52.0,M,Casado,21536.0,4.0,México,2021-08-08,0.9,7.5,Belleza,patriciaadams@hotmail.com,44.0,0.0,34795,Production not popular need look see Mrs.,1116.0,Medio,0
C1497,Steve Mcdonald,77.0,nan,Soltero,38541.0,4.0,México,2024-06-05,11.5,10.0,Deportes,ehunter@hickman.com,21.0,0.0,63998,Price measure particularly enough.,339.0,Premium,0
C1498,Tonya Rush,50.0,nan,nan,89083.0,0.0,Chile,2022-07-10,2.6,7.8,Hogar,holmesrobert@hale.info,19.0,,98404,Cover sister media light good cover.,596.0,Bajo,1
C1499,Manuel Mills,69.0,Otro,Divorciado,192099.0,,Argentina,2020-09-09,17.4,1.6,Hogar,sherri96@hotmail.com,49.0,0.0,81533,Like rather bring region indicate watch.,1468.0,Alto,1
